page_number,page_width,page_height,text,x0,x1,top,bottom
2,594.95996,841.91998,Renshaw,35.09377057038894,60.08385708895154,259.4207114308033,265.512783240967
2,594.95996,841.91998,Drive,61.26419652231438,75.49833056824068,259.4207114308033,265.512783240967
2,594.95996,841.91998,$$$$,97.0923944744834,112.07044428971456,262.97441998673196,268.5588191460487
2,594.95996,841.91998,TBA,133.60516594798122,144.59874544887325,262.97441998673196,268.5588191460487
2,594.95996,841.91998,"upgrade,",21.322251335572822,45.84759504087271,266.52812854266085,272.62020035282455
2,594.95996,841.91998,Black,47.020328499697214,62.621565189838385,266.52812854266085,272.62020035282455
2,594.95996,841.91998,Hill,63.8285645465799,73.39539676352119,266.52812854266085,272.62020035282455
2,594.95996,841.91998,Mandalong,21.322251335572822,52.286731054563596,290.89641578331543,296.98848759347914
2,594.95996,841.91998,Road,53.49372811272071,67.6484800843619,290.89641578331543,296.98848759347914
2,594.95996,841.91998,$$,100.82855042767358,108.31757656513471,294.4501243392443,300.03452349856104
2,594.95996,841.91998,CO,135.12818390052212,143.0712864574178,294.4501243392443,300.03452349856104
2,594.95996,841.91998,"upgrade,",21.322251335572822,45.84759504087271,298.003832895173,304.0959047053367
2,594.95996,841.91998,Morisset,47.020328499697214,70.95322886727294,298.003832895173,304.0959047053367
2,594.95996,841.91998,Nelson,21.322251335572822,40.69447098635151,322.3721201358278,328.4641919459915
2,594.95996,841.91998,Bay,41.90146901951934,52.35661801332801,322.3721201358278,328.4641919459915
2,594.95996,841.91998,Road,53.536961109528725,67.69171308116991,322.3721201358278,328.4641919459915
2,594.95996,841.91998,$$$$,97.0923944744834,112.07044428971456,325.92582869175646,331.5102278510732
2,594.95996,841.91998,D&C,133.26407084733015,144.93720285529238,325.92582869175646,331.5102278510732
2,594.95996,841.91998,Improvements,21.322251335572822,60.70334005695234,329.47953724768536,335.57160905784906
